"Gene","Dataset","Trait","Method","HGNC","Transcript","Chromosome","Start","End","Biotype","Z","P","Permutation.P","R2","Top.GWAS.SNP","Top.GWAS.P","Screen.P","Screening.Adjusted.P","Confirmation.P"
"ENSG00000138028","Developmental","CortTH","isoTWAS","CGREF1","ENST00000404694",2,27098889,27119128,"protein_coding",4.468180364,7.89e-06,0.017982018,0.025082784,"rs10196501",9.64e-09,4.99993908853763e-08,1.42821268937892e-06,3.156e-05
"ENSG00000243147","Developmental","CortTH","isoTWAS","MRPL33","ENST00000472192",2,27771717,27988087,"protein_coding",-4.493493815,7.01e-06,0.011988012,0.025170749,"rs10196501",9.64e-09,1.42191522891397e-05,0.000174762159494032,2.103e-05
"ENSG00000234072","Developmental","CortTH","isoTWAS","GTF3C2-AS2","ENST00000412749",2,27356246,27367622,"lncRNA",-4.339885331,1.43e-05,0.016983017,0.025681333,"rs10196501",9.64e-09,2.8593974095178e-05,0.000305522941671745,1.43e-05
"ENSG00000157992","Developmental","CortTH","isoTWAS","KRTCAP3","ENST00000464699",2,27442366,27446481,"protein_coding",5.242042679,1.59e-07,0.004995005,0.014501934,"rs10196501",9.64e-09,1.66489544292341e-07,4.07735167728997e-06,9.54e-07
"ENSG00000117115","Developmental","MDD","isoTWAS","PADI2","ENST00000466151",1,17066761,17119451,"protein_coding",-3.73117687,0.000190587,0.010989011,0.073972982,"rs4141983",9.69e-09,0.000190587000000042,0.00130003533093858,0
"ENSG00000122778","Developmental","SCZ","isoTWAS","KIAA1549","ENST00000422774",7,138831381,138981389,"protein_coding",3.834829586,0.000125651,0.037962038,0.059221572,"rs10243922",1.02e-08,0.000125651000000002,0.000952057037089215,0
"ENSG00000215217","Developmental","SCZ","isoTWAS","C5orf49","ENST00000509627",5,7830378,7851151,"protein_coding",-3.898500788,9.68e-05,0.007992008,0.03258558,"rs12518468",1.04e-08,9.68000000000403e-05,0.000783478034102633,0
"ENSG00000166165","Developmental","CDG","isoTWAS","CKB","ENST00000553994",14,103519667,103522833,"protein_coding",-4.799162176,1.59e-06,0.018981019,0.032726504,"rs12884809",1.07e-08,3.28137231833428e-14,3.60258964936034e-12,1.113e-05
"ENSG00000172932","Developmental","BP","isoTWAS","ANKRD13D","ENST00000308440",11,67289300,67302485,"protein_coding",4.729240243,2.25e-06,0.044955045,0.019675929,"rs12805133",1.08e-08,1.88313064184576e-06,3.24436524402275e-05,2.925e-05
"ENSG00000167792","Developmental","BP","isoTWAS","NDUFV1","ENST00000524876",11,67605653,67612554,"protein_coding",-4.756066939,1.97e-06,0.000999001,0.04097149,"rs12805133",1.08e-08,8.28693154770375e-06,0.000111174387571397,2.758e-05
"ENSG00000172638","Developmental","BP","isoTWAS","EFEMP2","ENST00000528409",11,65866441,65873592,"protein_coding",-4.773060695,1.81e-06,0.023976024,0.038367956,"rs12805133",1.08e-08,2.50327698572742e-05,0.000275958929458025,2.353e-05
"ENSG00000172531","Developmental","BP","isoTWAS","PPP1CA","ENST00000526510",11,67398181,67421183,"protein_coding",-4.654466671,3.25e-06,0.030969031,0.09289429,"rs12805133",1.08e-08,1.2959324486592e-05,0.0001618812212764,9.75e-06
"ENSG00000173898","Developmental","BP","isoTWAS","SPTBN2","ENST00000647510",11,66682497,66744670,"protein_coding",4.902037045,9.48e-07,0.043956044,0.018503201,"rs12805133",1.08e-08,1.36895662708829e-06,2.48711248603136e-05,9.48e-06
"ENSG00000173599","Developmental","BP","isoTWAS","PC","ENST00000530259",11,66848417,66958386,"protein_coding",5.00210244,5.67e-07,0.045954046,0.063420419,"rs12805133",1.08e-08,1.61994102297427e-10,8.86245022704464e-09,6.237e-06
"ENSG00000172663","Developmental","BP","isoTWAS","TMEM134","ENST00000543661",11,67461710,67469272,"protein_coding",4.637311576,3.53e-06,0.047952048,0.051060172,"rs12805133",1.08e-08,3.96350663078227e-07,8.6676197173706e-06,3.53e-06
"ENSG00000254986","Developmental","BP","isoTWAS","DPP3","ENST00000544603",11,66480013,66509657,"protein_coding",-5.027406986,4.97e-07,0.026973027,0.018103765,"rs12805133",1.08e-08,7.44359497067712e-07,1.48862675627953e-05,2.982e-06
"ENSG00000172663","Developmental","BP","isoTWAS","TMEM134","ENST00000393877",11,67461710,67469272,"protein_coding",-4.860549388,1.17e-06,0.000999001,0.021122584,"rs12805133",1.08e-08,3.96350663078227e-07,8.6676197173706e-06,2.862e-06
"ENSG00000172932","Developmental","BP","isoTWAS","ANKRD13D","ENST00000514166",11,67289300,67302485,"protein_coding",5.25560745,1.48e-07,0.000999001,0.026251968,"rs12805133",1.08e-08,1.88313064184576e-06,3.24436524402275e-05,2.072e-06
"ENSG00000110697","Developmental","BP","isoTWAS","PITPNM1","ENST00000534749",11,67491768,67506263,"protein_coding",5.193506752,2.06e-07,0.000999001,0.020046134,"rs12805133",1.08e-08,4.38968416006561e-07,9.42089264086422e-06,1.442e-06
"ENSG00000172613","Developmental","BP","isoTWAS","RAD9A","ENST00000538013",11,67317871,67398410,"protein_coding",-5.250919753,1.51e-07,0.016983017,0.011249092,"rs12805133",1.08e-08,2.33295171874393e-07,5.39419882361151e-06,1.208e-06
"ENSG00000254986","Developmental","BP","isoTWAS","DPP3","ENST00000526667",11,66480013,66509657,"protein_coding",-5.265979725,1.39e-07,0.034965035,0.047788263,"rs12805133",1.08e-08,7.44359497067712e-07,1.48862675627953e-05,8.34e-07
"ENSG00000173653","Developmental","BP","isoTWAS","RCE1","ENST00000525356",11,66842835,66846552,"protein_coding",-5.349453336,8.82e-08,0.025974026,0.02841741,"rs12805133",1.08e-08,6.16577903965723e-07,1.25961402431681e-05,5.292e-07
"ENSG00000110697","Developmental","BP","isoTWAS","PITPNM1","ENST00000527370",11,67491768,67506263,"protein_coding",5.379077247,7.49e-08,0.028971029,0.011139243,"rs12805133",1.08e-08,4.38968416006561e-07,9.42089264086422e-06,5.243e-07
"ENSG00000172830","Developmental","BP","isoTWAS","SSH3","ENST00000376757",11,67303478,67312607,"protein_coding",5.393017908,6.93e-08,0.000999001,0.014399426,"rs12805133",1.08e-08,1.1069827442708e-07,2.85849512156583e-06,3.465e-07
"ENSG00000172830","Developmental","BP","isoTWAS","SSH3","ENST00000531495",11,67303478,67312607,"protein_coding",5.46877377,4.53e-08,0.046953047,0.013832699,"rs12805133",1.08e-08,1.1069827442708e-07,2.85849512156583e-06,2.718e-07
"ENSG00000172613","Developmental","BP","isoTWAS","RAD9A","ENST00000621995",11,67317871,67398410,"protein_coding",-5.532685985,3.15e-08,0.011988012,0.0472556,"rs12805133",1.08e-08,2.33295171874393e-07,5.39419882361151e-06,2.52e-07
"ENSG00000173992","Developmental","BP","isoTWAS","CCS","ENST00000534763",11,66593153,66606019,"protein_coding",5.534089097,3.13e-08,0.010989011,0.012138656,"rs12805133",1.08e-08,1.0831813197433e-09,4.64932535088752e-08,2.191e-07
"ENSG00000174165","Developmental","BP","isoTWAS","ZDHHC24","ENST00000525925",11,66520637,66546235,"protein_coding",5.750827311,8.88e-09,0.004995005,0.029143802,"rs12805133",1.08e-08,3.55105265822071e-08,1.04772283091451e-06,2.664e-08
"ENSG00000255517","Developmental","BP","isoTWAS","DPP3-DT","ENST00000602951",11,66473490,66480296,"lncRNA",5.562818803,2.65e-08,0.043956044,0.026252773,"rs12805133",1.08e-08,5.29992784578531e-08,1.50062342987946e-06,2.65e-08
"ENSG00000175115","Developmental","BP","isoTWAS","PACS1","ENST00000527380",11,66070272,66244744,"protein_coding",-6.11606001,9.59e-10,0.006993007,0.023519531,"rs12805133",1.08e-08,1.43292355184792e-10,8.00205993192855e-09,1.0549e-08
"ENSG00000167797","Developmental","BP","isoTWAS","CDK2AP2","ENST00000531506",11,67506497,67508649,"protein_coding",-5.971339076,2.35e-09,0.000999001,0.014775308,"rs12805133",1.08e-08,4.69999779427392e-09,1.73577264077315e-07,2.35e-09
"ENSG00000173992","Developmental","BP","isoTWAS","CCS","ENST00000530384",11,66593153,66606019,"protein_coding",-6.420341039,1.36e-10,0.00999001,0.023562762,"rs12805133",1.08e-08,1.0831813197433e-09,4.64932535088752e-08,9.52e-10
"ENSG00000175482","Developmental","BP","isoTWAS","POLD4","ENST00000531239",11,67350772,67356972,"protein_coding",-6.374669767,1.83e-10,0.000999001,0.021021911,"rs12805133",1.08e-08,9.14997027338202e-10,4.02374305836819e-08,7.32e-10
"ENSG00000174871","Developmental","BP","isoTWAS","CNIH2","ENST00000528063",11,66278175,66285301,"protein_coding",-6.605248011,3.97e-11,0.003996004,0.016595275,"rs12805133",1.08e-08,1.98499822394191e-10,1.05300347583025e-08,1.588e-10
"ENSG00000173599","Developmental","BP","isoTWAS","PC","ENST00000651854",11,66848417,66958386,"protein_coding",6.7637073,1.35e-11,0.008991009,0.018710042,"rs12805133",1.08e-08,1.61994102297427e-10,8.86245022704464e-09,1.485e-10
"ENSG00000175115","Developmental","BP","isoTWAS","PACS1","ENST00000533756",11,66070272,66244744,"protein_coding",6.778223013,1.22e-11,0.001998002,0.025306881,"rs12805133",1.08e-08,1.43292355184792e-10,8.00205993192855e-09,1.342e-10
"ENSG00000115204","Developmental","SCZ","isoTWAS","MPV17","ENST00000402310",2,27309492,27325680,"protein_coding",-5.194067397,2.06e-07,0.026973027,0.079046964,"rs4233716",1.14e-08,1.02169972397186e-06,1.94219220791306e-05,3.296e-06
"ENSG00000115207","Developmental","SCZ","isoTWAS","GTF3C2","ENST00000470115",2,27325849,27356999,"protein_coding",-5.409449514,6.32e-08,0.022977023,0.039074039,"rs4233716",1.14e-08,7.68574699520419e-10,3.48427726841574e-08,5.688e-07
"ENSG00000115207","Developmental","SCZ","isoTWAS","GTF3C2","ENST00000457748",2,27325849,27356999,"protein_coding",-5.292000298,1.21e-07,0.020979021,0.039953434,"rs4233716",1.14e-08,7.68574699520419e-10,3.48427726841574e-08,9.68e-07
"ENSG00000243943","Developmental","SCZ","isoTWAS","ZNF512","ENST00000556601",2,27582969,27623217,"protein_coding",5.710978408,1.12e-08,0.016983017,0.011987754,"rs4233716",1.14e-08,1.87679875447186e-08,5.97429094643418e-07,7.84e-08
"ENSG00000119777","Developmental","SCZ","isoTWAS","TMEM214","ENST00000460665",2,27032910,27041694,"protein_coding",5.993698523,2.05e-09,0.010989011,0.03471549,"rs4233716",1.14e-08,1.97089028576146e-08,6.26145636257958e-07,1.845e-08
"ENSG00000138085","Developmental","SCZ","isoTWAS","ATRAID","ENST00000472515",2,27212041,27217178,"protein_coding",6.139557746,8.28e-10,0.00999001,0.090182944,"rs4233716",1.14e-08,4.13952743473543e-09,1.55729215079709e-07,3.312e-09
"ENSG00000176714","Developmental","SCZ","isoTWAS","CCDC121","ENST00000394775",2,27625638,27629012,"protein_coding",6.293729759,3.1e-10,0.005994006,0.045040499,"rs4233716",1.14e-08,6.20000103215067e-10,2.91725412996734e-08,3.1e-10
"ENSG00000084734","Developmental","SCZ","isoTWAS","GCKR","ENST00000411584",2,27496839,27523684,"protein_coding",-6.213140334,5.19e-10,0.005994006,0.026904006,"rs4233716",1.14e-08,1.55668072413051e-09,6.37646451947774e-08,1.038e-09
"ENSG00000115234","Developmental","SCZ","isoTWAS","SNX17","ENST00000464279",2,27370496,27377535,"protein_coding",-6.390723099,1.65e-10,0.003996004,0.022962366,"rs4233716",1.14e-08,4.9494460745559e-10,2.37030000585334e-08,1.32e-09
"ENSG00000115234","Developmental","SCZ","isoTWAS","SNX17","ENST00000484886",2,27370496,27377535,"protein_coding",6.390723099,1.65e-10,0.003996004,0.040527555,"rs4233716",1.14e-08,4.9494460745559e-10,2.37030000585334e-08,1.32e-09
"ENSG00000115234","Developmental","SCZ","isoTWAS","SNX17","ENST00000453453",2,27370496,27377535,"protein_coding",-6.390723099,1.65e-10,0.002997003,0.018294401,"rs4233716",1.14e-08,4.9494460745559e-10,2.37030000585334e-08,1.32e-09
"ENSG00000115207","Developmental","SCZ","isoTWAS","GTF3C2","ENST00000457098",2,27325849,27356999,"protein_coding",-6.506279363,7.7e-11,0.000999001,0.043886691,"rs4233716",1.14e-08,7.68574699520419e-10,3.48427726841574e-08,6.93e-10
"ENSG00000138074","Developmental","SCZ","isoTWAS","SLC5A6","ENST00000408041",2,27199587,27212958,"protein_coding",6.695295401,2.15e-11,0.000999001,0.049142952,"rs4233716",1.14e-08,2.15000233427091e-10,1.12294134863425e-08,1.935e-10
"ENSG00000033030","Developmental","BV","isoTWAS","ZCCHC8","ENST00000672018",12,122471599,122501073,"protein_coding",3.312075725,0.000926065,0.044955045,0.03177538,"rs28636834",1.16e-08,0.00353652141499475,0.0100574306813393,0.00555639
"ENSG00000152377","Developmental","SCZ","isoTWAS","SPOCK1","ENST00000282223",5,136975298,137598379,"protein_coding",4.993872071,5.92e-07,0.007992008,0.016638187,"rs11743810",1.17e-08,4.10016556142184e-06,6.17857815086714e-05,3.552e-06
"ENSG00000286215","Developmental","ICV","isoTWAS","","ENST00000651775",6,126304223,127213609,"transcribed_processed_pseudogene",5.457902405,4.82e-08,0.015984016,0.023370555,"rs9491675",1.17e-08,7.03508680192955e-13,6.38308083051195e-11,7.712e-07
"ENSG00000136770","Developmental","SCZ","isoTWAS","DNAJC1","ENST00000483085",10,21756548,22003769,"protein_coding",-3.307620282,0.000940923,0.014985015,0.06036473,"rs2119242",1.34e-08,0.00186383992800079,0.00654066375255593,0.000940923
"ENSG00000078403","Developmental","SCZ","isoTWAS","MLLT10","ENST00000651405",10,21524646,21743630,"protein_coding",3.291206423,0.000997587,0.008991009,0.058257193,"rs2119242",1.34e-08,0.00625672587115736,0.0144841566278496,0.017956566
"ENSG00000118260","Developmental","MDD","isoTWAS","CREB1","ENST00000353267",2,207529737,207605988,"protein_coding",3.449941812,0.000560707,0.027972028,0.031190061,"rs2111592",1.35e-08,5.10766794491643e-06,7.42636513180237e-05,0.003364242
"ENSG00000262454","Developmental","MDD","isoTWAS","MIR193BHG","ENST00000641294",16,14301389,14331067,"lncRNA",5.954535993,2.61e-09,0.002997003,0.045816982,"rs2097289",1.38e-08,7.82954067080052e-09,2.78328098867951e-07,5.22e-09
"ENSG00000223501","Developmental","CDG","isoTWAS","VPS52","ENST00000493674",6,33250272,33272047,"protein_coding",5.468433056,4.54e-08,0.012987013,0.017899503,"rs211456",1.45e-08,2.92375825054205e-07,6.59951530146827e-06,2.724e-07
"ENSG00000112511","Developmental","CDG","isoTWAS","PHF1","ENST00000488767",6,33410399,33416453,"protein_coding",5.574823639,2.48e-08,0.008991009,0.018154402,"rs211456",1.45e-08,1.57053296961762e-07,3.88755085838324e-06,1.736e-07
"ENSG00000112514","Developmental","CDG","isoTWAS","CUTA","ENST00000374500",6,33416442,33418317,"protein_coding",5.662416947,1.49e-08,0.000999001,0.010702017,"rs211456",1.45e-08,2.95988932331698e-08,8.8791178046492e-07,7.4e-08
"ENSG00000112514","Developmental","CDG","isoTWAS","CUTA","ENST00000488034",6,33416442,33418317,"protein_coding",5.664373738,1.48e-08,0.000999001,0.013553779,"rs211456",1.45e-08,2.95988932331698e-08,8.8791178046492e-07,7.4e-08
"ENSG00000112514","Developmental","CDG","isoTWAS","CUTA","ENST00000487637",6,33416442,33418317,"protein_coding",5.665483124,1.47e-08,0.000999001,0.02348253,"rs211456",1.45e-08,2.95988932331698e-08,8.8791178046492e-07,7.35e-08
"ENSG00000224557","Developmental","CDG","isoTWAS","HLA-DPB2","ENST00000470997",6,33112516,33129084,"transcribed_unprocessed_pseudogene",-4.70098425,2.59e-06,0.014985015,0.171035698,"rs211456",1.45e-08,2.59000000005431e-06,4.26095922536968e-05,0
"ENSG00000157680","Developmental","CDG","isoTWAS","DGKI","ENST00000483619",7,137381037,137847092,"protein_coding",-4.491980524,7.06e-06,0.048951049,0.066282272,"rs13230189",1.47e-08,4.91854776983605e-05,0.000467356562684387,4.236e-05
"ENSG00000182158","Developmental","CDG","isoTWAS","CREB3L2","ENST00000468127",7,137874979,138002086,"protein_coding",-5.861819122,4.58e-09,0.004995005,0.029113444,"rs13230189",1.47e-08,2.28996937094857e-08,7.14851367074254e-07,1.832e-08
"ENSG00000162753","Developmental","SCZ","isoTWAS","SLC9C2","ENST00000367714",1,173500460,173603072,"protein_coding",-6.711570715,1.93e-11,0.000999001,0.429397991,"rs12561796",1.48e-08,1.23937786303337e-13,1.23471106984541e-11,3.86e-11
"ENSG00000203724","Developmental","MDD","isoTWAS","C1orf53","ENST00000367393",1,197902630,197907367,"protein_coding",-4.381035354,1.18e-05,0.015984016,0.01866563,"rs17641524",1.5e-08,2.35938788418251e-05,0.000263097050189695,1.18e-05
"ENSG00000124614","Developmental","CDG","isoTWAS","RPS10","ENST00000344700",6,34417454,34426069,"protein_coding",-6.432743799,1.25e-10,0.000999001,0.017801313,"rs411136",1.52e-08,4.99999843765108e-10,2.38742528950446e-08,3.75e-10
"ENSG00000266469","Developmental","NTSM","isoTWAS","","ENST00000654971",17,39401793,39406233,"lncRNA",4.452759366,8.48e-06,0.007992008,0.027554436,"rs11078936",1.53e-08,1.69185160956801e-05,0.000200623020770156,8.48e-06
"ENSG00000008838","Developmental","NTSM","isoTWAS","MED24","ENST00000394128",17,40019097,40061215,"protein_coding",5.091979453,3.54e-07,0.003996004,0.22243423,"rs11078936",1.53e-08,4.52754732631554e-07,9.65258735791368e-06,6.018e-06
"ENSG00000008838","Developmental","NTSM","isoTWAS","MED24","ENST00000584077",17,40019097,40061215,"protein_coding",-5.20798225,1.91e-07,0.004995005,0.022871753,"rs11078936",1.53e-08,4.52754732631554e-07,9.65258735791368e-06,3.438e-06
"ENSG00000008838","Developmental","NTSM","isoTWAS","MED24","ENST00000582023",17,40019097,40061215,"protein_coding",5.324903478,1.01e-07,0.010989011,0.059557052,"rs11078936",1.53e-08,4.52754732631554e-07,9.65258735791368e-06,2.02e-06
"ENSG00000008838","Developmental","NTSM","isoTWAS","MED24","ENST00000579364",17,40019097,40061215,"protein_coding",5.324903478,1.01e-07,0.011988012,0.061570398,"rs11078936",1.53e-08,4.52754732631554e-07,9.65258735791368e-06,2.02e-06
"ENSG00000141736","Developmental","NTSM","isoTWAS","ERBB2","ENST00000580074",17,39687914,39730426,"protein_coding",6.064833912,1.32e-09,0.001998002,0.019248098,"rs11078936",1.53e-08,1.45199624402664e-08,4.76296085007031e-07,1.32e-08
"ENSG00000230606","Developmental","CortTH","isoTWAS","APPAT","ENST00000610030",2,97416165,97433527,"lncRNA",3.486321936,0.000489711,0.037962038,0.069452427,"rs17424787",1.56e-08,0.00189012662340378,0.00660276051409386,0.006855954
"ENSG00000228486","Developmental","CortTH","isoTWAS","C2orf92","ENST00000599666",2,97664217,97703066,"protein_coding",3.747764047,0.000178418,0.015984016,0.039923933,"rs17424787",1.56e-08,3.12599372234017e-06,4.99112337893981e-05,0.002319434
"ENSG00000071073","Developmental","CortTH","isoTWAS","MGAT4A","ENST00000461884",2,98619106,98731132,"protein_coding",-4.125367022,3.7e-05,0.002997003,0.03822282,"rs17424787",1.56e-08,0.000209679501039337,0.00139389796987664,0.000185
"ENSG00000204463","Developmental","SCZ","isoTWAS","BAG6","ENST00000470875",6,31639028,31652705,"protein_coding",-5.636472449,1.74e-08,0.000999001,0.040693591,"rs1265099",1.57e-08,9.23457735975901e-16,1.33068610722456e-13,2.436e-07
"ENSG00000152380","Developmental","BP","isoTWAS","FAM151B","ENST00000511718",5,80487969,80542563,"protein_coding",-3.747390884,0.000178684,0.043956044,0.02053187,"rs6865469",1.65e-08,0.00080544730169065,0.00369713139988208,0.000714736
"ENSG00000134376","Developmental","NTSM","isoTWAS","CRB1","ENST00000367397",1,197268204,197478455,"protein_coding",4.063727143,4.83e-05,0.040959041,0.012545515,"rs16841904",1.67e-08,0.000122213710783622,0.000931259243785113,0.0002415
"ENSG00000003509","Developmental","SCZ","isoTWAS","NDUFAF7","ENST00000002125",2,37231631,37253403,"protein_coding",5.772152921,7.83e-09,0.000999001,0.017787768,"rs1056021",1.69e-08,5.48098721235147e-08,1.53802341174349e-06,4.698e-08
"ENSG00000113356","Developmental","SCZ","isoTWAS","POLR3G","ENST00000651687",5,90471748,90514557,"protein_coding",3.429016062,0.000605774,0.038961039,0.018803139,"rs949789",1.73e-08,9.85480838118281e-05,0.000793250635730221,0.003634644
"ENSG00000270604","Developmental","CDG","isoTWAS","HCG17","ENST00000455957",6,30234039,30326134,"lncRNA",5.637,1.73e-08,0.000999001,0.064021133,"rs1265099",1.73e-08,3.45998334084461e-08,1.02272291461339e-06,1.73e-08
"ENSG00000108509","Developmental","ALZ","isoTWAS","CAMTA2","ENST00000574606",17,4967992,4987675,"protein_coding",3.322940627,0.000890739,0.021978022,0.012073816,"rs16954552",1.84e-08,0.00012764226172068,0.000962175834614689,0.00890739
"ENSG00000108509","Developmental","ALZ","isoTWAS","CAMTA2","ENST00000575192",17,4967992,4987675,"protein_coding",3.320220095,0.000899465,0.01998002,0.030521497,"rs16954552",1.84e-08,0.00012764226172068,0.000962175834614689,0.00890739
"ENSG00000108515","Developmental","ALZ","isoTWAS","ENO3","ENST00000519602",17,4948092,4957131,"protein_coding",3.415802629,0.000635943,0.017982018,0.03621342,"rs16954552",1.84e-08,2.20094762620732e-05,0.000248399256918601,0.001271886
"ENSG00000234327","Developmental","ALZ","isoTWAS","ZNF232-AS1","ENST00000570712",17,5097223,5115004,"lncRNA",-4.409632658,1.04e-05,0.002997003,0.064853498,"rs16954552",1.84e-08,5.1854809987304e-05,0.000486560917665756,4.16e-05
"ENSG00000115414","Developmental","NTSM","isoTWAS","FN1","ENST00000426059",2,215360440,215436073,"protein_coding",-3.339292097,0.000839922,0.023976024,0.036714288,"rs6734403",1.89e-08,0.00222595986955958,0.00737069477530201,0.01259883
"ENSG00000029725","Developmental","ALZ","isoTWAS","RABEP1","ENST00000574568",17,5282265,5386340,"protein_coding",-3.383776504,0.000714962,0.015984016,0.048955639,"rs12600505",1.92e-08,0.000733376043561013,0.00345979420258147,0.00291956
"ENSG00000100359","Developmental","BP","isoTWAS","SGSM3","ENST00000467915",22,40370591,40410289,"protein_coding",-3.54383019,0.000394359,0.028971029,0.04928384,"rs5758064",2.01e-08,3.67382795711111e-09,1.40502154975868e-07,0.002366154
"ENSG00000196236","Developmental","BP","isoTWAS","XPNPEP3","ENST00000357137",22,40857077,40932815,"protein_coding",4.168520183,3.07e-05,0.008991009,0.03064026,"rs5758064",2.01e-08,0.000152163041011922,0.00109764042784178,0.0001228
"ENSG00000103723","Developmental","BP","isoTWAS","AP3B2","ENST00000666894",15,82659281,82710112,"protein_coding",-4.57983273,4.65e-06,0.034965035,0.041810841,"rs17359494",2.03e-08,8.17435092441554e-08,2.18059255486186e-06,7.905e-05
"ENSG00000103723","Developmental","BP","isoTWAS","AP3B2","ENST00000663651",15,82659281,82710112,"protein_coding",-4.690018475,2.73e-06,0.048951049,0.025177625,"rs17359494",2.03e-08,8.17435092441554e-08,2.18059255486186e-06,4.914e-05
"ENSG00000103723","Developmental","BP","isoTWAS","AP3B2","ENST00000657321",15,82659281,82710112,"protein_coding",-5.378948545,7.49e-08,0.012987013,0.023901578,"rs17359494",2.03e-08,8.17435092441554e-08,2.18059255486186e-06,1.6478e-06
"ENSG00000156232","Developmental","BP","isoTWAS","WHAMM","ENST00000286760",15,82809628,82836108,"protein_coding",-4.680535814,2.86e-06,0.01998002,0.050789974,"rs17359494",2.03e-08,2.86000000004757e-06,4.62500400809296e-05,0
"ENSG00000286405","Developmental","CDG","isoTWAS","","ENST00000670634",6,50411844,50415875,"lncRNA",-4.010346546,6.06e-05,0.012987013,0.014433785,"rs7745565",2.19e-08,6.06000000000303e-05,0.000548834680134955,0
"ENSG00000196498","Developmental","SCZ","isoTWAS","NCOR2","ENST00000404121",12,124324415,124567612,"protein_coding",-3.760041892,0.000169885,0.034965035,0.018402289,"rs7975482",2.24e-08,0.000927327073376982,0.00407130893287027,0.002548275
"ENSG00000196498","Developmental","SCZ","isoTWAS","NCOR2","ENST00000404621",12,124324415,124567612,"protein_coding",-3.820104846,0.000133395,0.033966034,0.026794767,"rs7975482",2.24e-08,0.000927327073376982,0.00407130893287027,0.002000925
"ENSG00000136877","Developmental","SCZ","isoTWAS","FPGS","ENST00000479147",9,127794597,127814327,"protein_coding",3.474826615,0.000511184,0.032967033,0.201626661,"rs3739554",2.26e-08,0.000785857383655382,0.00363512534101869,0.004600656
"ENSG00000227218","Developmental","SCZ","isoTWAS","","ENST00000608805",9,127934503,127940952,"lncRNA",-3.69786859,0.000217417,0.02997003,0.0623898,"rs3739554",2.26e-08,0.000217416999999982,0.00143103301916791,0
"ENSG00000160401","Developmental","SCZ","isoTWAS","CFAP157","ENST00000373295",9,127706988,127716002,"protein_coding",4.227864636,2.36e-05,0.000999001,0.023417132,"rs3739554",2.26e-08,7.01259164042142e-05,0.000616072756933416,4.72e-05
"ENSG00000136944","Developmental","SCZ","isoTWAS","LMX1B","ENST00000355497",9,126613928,126701032,"protein_coding",3.317325861,0.000908836,0.000999001,0.03761534,"rs3739554",2.26e-08,0.000908836000000017,0.00401524889241727,0
"ENSG00000224842","Developmental","SCZ","isoTWAS","LMX1B-DT","ENST00000451449",9,126589594,126613700,"lncRNA",4.968427788,6.75e-07,0.000999001,0.043387924,"rs3739554",2.26e-08,6.75000000002641e-07,1.36685382685604e-05,0
"ENSG00000256980","Developmental","SCZ","isoTWAS","KHDC1L","ENST00000471312",6,73223544,73225770,"protein_coding",3.652706138,0.000259491,0.01998002,0.017787266,"rs1548335",2.3e-08,0.00051621785872378,0.00269010010395321,0.000259491
"ENSG00000116251","Developmental","SCZ","isoTWAS","RPL22","ENST00000480661",1,6185020,6209389,"protein_coding",4.923479203,8.5e-07,0.000999001,0.014438384,"rs11122119",2.31e-08,5.09878411099315e-06,7.42013316206659e-05,4.25e-06
"ENSG00000149923","Developmental","SCZ","isoTWAS","PPP4C","ENST00000627746",16,30075978,30085376,"protein_coding",-5.72486779,1.04e-08,0.000999001,0.019129202,"rs8054507",2.45e-08,5.61300809487886e-08,1.56998852068024e-06,1.04e-07
"ENSG00000149923","Developmental","SCZ","isoTWAS","PPP4C","ENST00000568810",16,30075978,30085376,"protein_coding",-5.72486779,1.04e-08,0.000999001,0.055814442,"rs8054507",2.45e-08,5.61300809487886e-08,1.56998852068024e-06,1.04e-07
"ENSG00000104388","Developmental","SCZ","isoTWAS","RAB2A","ENST00000530071",8,60516936,60623644,"protein_coding",4.476581547,7.58e-06,0.042957043,0.037787864,"rs595819",2.48e-08,5.36509542031731e-05,0.000500504479702318,6.064e-05
"ENSG00000167912","Developmental","SCZ","isoTWAS","TOX-DT","ENST00000662685",8,59119040,59123478,"lncRNA",-3.989971769,6.61e-05,0.03996004,0.060117617,"rs595819",2.48e-08,0.000324103832471591,0.00191124205966242,0.0002644
"ENSG00000171316","Developmental","SCZ","isoTWAS","CHD7","ENST00000531695",8,60678740,60868028,"protein_coding",-4.449267624,8.62e-06,0.031968032,0.019982181,"rs595819",2.48e-08,5.66725826344206e-07,1.16961484800117e-05,5.172e-05
"ENSG00000287975","Developmental","SCZ","isoTWAS","","ENST00000658608",8,60876969,60904644,"lncRNA",4.760965937,1.93e-06,0.016983017,0.051931511,"rs595819",2.48e-08,3.83494577749986e-06,5.90574331136166e-05,1.93e-06
"ENSG00000171316","Developmental","SCZ","isoTWAS","CHD7","ENST00000527921",8,60678740,60868028,"protein_coding",4.930252654,8.21e-07,0.007992008,0.020154086,"rs595819",2.48e-08,5.66725826344206e-07,1.16961484800117e-05,5.747e-06
"ENSG00000171316","Developmental","SCZ","isoTWAS","CHD7","ENST00000532149",8,60678740,60868028,"protein_coding",5.371013648,7.83e-08,0.004995005,0.019468125,"rs595819",2.48e-08,5.66725826344206e-07,1.16961484800117e-05,5.481e-07
